id_cliente,nome,cpf,data_nascimento,renda_mensal,regiao,data_carga
284,Isaque Costela,29308167595,1964-12-31,11480.17,SUL,2025-03-28 18:36:55
285,Rebeca Fernandes,24309167896,1957-10-16,1500.97,NORTE,2025-03-28 18:36:55
286,Miguel Araújo,96310824589,1957-05-26,15774.44,NORDESTE,2025-03-28 18:36:55
287,Augusto Carvalho,40176925325,2004-08-14,19758.25,NORTE,2025-03-28 18:36:55
288,Diogo Silva,75963281059,2004-07-24,8158.04,NORDESTE,2025-03-28 18:36:55
289,Maya Aparecida,20397146850,1946-12-14,8236.93,CENTRO-OESTE,2025-03-28 18:36:55
290,Sr. Luan Rodrigues,71234856026,1951-03-27,17000.26,SUL,2025-03-28 18:36:55
291,Breno Rezende,25407638126,1993-08-30,2206.72,NORTE,2025-03-28 18:36:55
292,Nicole Campos,13406925898,1970-10-07,8881.57,NORTE,2025-03-28 18:36:55
293,Letícia Santos,4291536780,2002-12-30,1259.77,SUDESTE,2025-03-28 18:36:55
294,Yago Leão,28930416713,1965-05-24,16445.12,SUL,2025-03-28 18:36:55
295,Pedro Miguel Da Cruz,42531698051,1989-06-05,19936.1,SUL,2025-03-28 18:36:55
296,Murilo Andrade,98167042502,1985-04-09,12117.84,SUL,2025-03-28 18:36:55
297,Henrique Azevedo,7356218453,1982-02-15,18950.55,NORDESTE,2025-03-28 18:36:55
298,Mateus Macedo,17389504250,1945-12-03,8179.16,SUL,2025-03-28 18:36:55
299,Ana Beatriz Sampaio,69072843592,1968-03-16,9560.34,NORTE,2025-03-28 18:36:55
300,Ana Cavalcante,24956780176,1977-08-13,19126.97,SUL,2025-03-28 18:36:55
301,Lucas Campos,72951048360,1994-08-15,4937.33,NORTE,2025-03-28 18:36:55
302,Mirella Da Luz,17530248979,1962-11-14,13762.31,NORDESTE,2025-03-28 18:36:55
303,Miguel Campos,76038192530,1981-11-29,7805.09,NORDESTE,2025-03-28 18:36:55
304,Sophia Albuquerque,34210967599,1971-01-14,10465.14,CENTRO-OESTE,2025-03-28 18:36:55
305,Sofia Campos,79410285658,2004-07-31,10883.11,SUDESTE,2025-03-28 18:36:55
306,Maria Liz Souza,84129506315,1975-01-24,16511.33,SUDESTE,2025-03-28 18:36:55
307,Pietro Andrade,73814206517,1980-04-12,11657.82,CENTRO-OESTE,2025-03-28 18:36:55
308,Josué Montenegro,3981627512,1968-05-01,8666.17,SUL,2025-03-28 18:36:55
309,Dra. Cecília Pires,40365172952,1975-06-07,12785.88,NORDESTE,2025-03-28 18:36:55
310,Mariana Da Luz,94607381500,1971-09-26,16295.85,SUDESTE,2025-03-28 18:36:55
311,Theodoro Andrade,28375064190,1974-04-19,19628.79,NORDESTE,2025-03-28 18:36:55
312,Gael Henrique Da Paz,14257380950,1951-01-31,12208.44,CENTRO-OESTE,2025-03-28 18:36:55
313,Maria Eduarda Aparecida,13684702544,1991-10-12,2729.04,NORDESTE,2025-03-28 18:36:55
314,Clarice Macedo,8423596133,1996-04-16,7616.85,NORTE,2025-03-28 18:36:55
315,Luiz Miguel Viana,7586932140,1999-09-30,15889.41,SUDESTE,2025-03-28 18:36:55
316,Ana Lívia Da Rocha,61835492746,1974-02-01,6661.23,NORDESTE,2025-03-28 18:36:55
317,Dra. Maria Luiza Vasconcelos,3462918796,1999-05-15,17384.91,SUL,2025-03-28 18:36:55
318,Ágatha Moura,7358419693,1949-03-13,16132.96,NORDESTE,2025-03-28 18:36:55
319,Enzo Moraes,61532948042,2006-09-26,18605.16,NORDESTE,2025-03-28 18:36:55
320,Dra. Isabella Peixoto,87563192077,1963-03-11,15609.44,SUDESTE,2025-03-28 18:36:55
321,Luiz Miguel Da Costa,50819647276,1949-11-01,9723.58,NORDESTE,2025-03-28 18:36:55
322,Mariana Souza,43865921051,2001-04-15,12795.31,NORDESTE,2025-03-28 18:36:55
323,Nathan Pastor,84391275023,1989-10-03,7246.28,CENTRO-OESTE,2025-03-28 18:36:55
324,Raul Pimenta,46721590352,1993-11-04,12013.35,CENTRO-OESTE,2025-03-28 18:36:55
325,Bruna Siqueira,31502796406,1960-06-28,2441.4,NORTE,2025-03-28 18:36:55
326,Vinicius Aragão,76594283146,1944-04-21,9742.26,CENTRO-OESTE,2025-03-28 18:36:55
327,Arthur Gabriel Costa,53207189695,1947-12-10,3637.72,SUDESTE,2025-03-28 18:36:55
328,Enzo Da Luz,62081754967,1978-08-24,4455.72,NORTE,2025-03-28 18:36:55
329,Caroline Macedo,56314972043,1950-06-23,18038.98,CENTRO-OESTE,2025-03-28 18:36:55
330,André Monteiro,59284071658,1980-02-03,10789.49,NORDESTE,2025-03-28 18:36:55
331,Marcos Vinicius Ferreira,72816345955,1980-11-05,12436.77,CENTRO-OESTE,2025-03-28 18:36:55
332,Arthur Gabriel Da Rocha,80534621708,1950-08-26,1776.5,SUL,2025-03-28 18:36:55
333,Asafe Moura,53894726164,1953-08-04,7556.57,NORDESTE,2025-03-28 18:36:55
334,Ravi Lucca Fogaça,49187265001,1981-12-22,4363.2,SUL,2025-03-28 18:36:55
335,Anthony Gabriel Ribeiro,78614320507,1972-04-11,11425.59,SUL,2025-03-28 18:36:55
336,Dra. Natália Garcia,20364781904,1976-08-01,9754.8,NORDESTE,2025-03-28 18:36:55
337,Emilly Duarte,41392087597,1950-04-17,17990.13,NORTE,2025-03-28 18:36:55
338,Benicio Duarte,18764952355,1960-02-25,10564.93,SUL,2025-03-28 18:36:55
339,Oliver Da Cruz,61730594280,2005-06-14,7110.07,NORDESTE,2025-03-28 18:36:55
340,Ísis Da Luz,36450971207,2003-04-19,16188.8,NORTE,2025-03-28 18:36:55
341,Isabelly Leão,8263751977,1996-05-26,14067.91,CENTRO-OESTE,2025-03-28 18:36:55
342,Dra. Amanda Jesus,67983215428,2001-04-13,18496.58,SUL,2025-03-28 18:36:55
343,Emanuelly Pastor,67041932869,2002-10-20,1049.31,SUDESTE,2025-03-28 18:36:55
344,Matteo Silveira,95701634884,1977-11-19,16317.82,NORTE,2025-03-28 18:36:55
345,Luna Costa,24609158370,1956-01-21,12348.28,SUDESTE,2025-03-28 18:36:55
346,Pedro Henrique Nogueira,37261049840,1956-02-13,4977.64,NORDESTE,2025-03-28 18:36:55
347,Gael Henrique Vargas,90315284714,1965-04-16,15439.15,NORDESTE,2025-03-28 18:36:55
348,Srta. Emanuella Siqueira,93762851409,1970-07-21,15201.95,CENTRO-OESTE,2025-03-28 18:36:55
349,Bruno Pimenta,3694127887,2002-05-01,5796.3,CENTRO-OESTE,2025-03-28 18:36:55
350,Clarice Sousa,14382690722,1959-08-03,18008.93,CENTRO-OESTE,2025-03-28 18:36:55
351,João Guilherme Mendonça,71493625837,1980-03-11,11110.16,SUL,2025-03-28 18:36:55
352,Srta. Maya Costa,32740169507,1984-05-04,17477.08,CENTRO-OESTE,2025-03-28 18:36:55
353,Kevin Lima,20968574149,1959-02-23,8546.11,NORTE,2025-03-28 18:36:55
354,Caroline Vargas,10596832451,1952-07-14,15010.7,SUDESTE,2025-03-28 18:36:55
355,Isabela Barros,68309427131,1958-10-17,1381.35,NORTE,2025-03-28 18:36:55
356,Dr. Miguel Farias,41382906560,1979-06-29,16973.49,NORDESTE,2025-03-28 18:36:55
357,Liz Ferreira,58942107397,1986-05-30,11171.38,NORTE,2025-03-28 18:36:55
358,Camila Da Rosa,41893052605,1980-03-14,17920.02,SUDESTE,2025-03-28 18:36:55
359,Luan Cirino,63418975020,1949-02-10,10005.43,NORDESTE,2025-03-28 18:36:55
360,Sra. Ana Lívia Da Luz,87953610221,1999-08-04,15994.25,SUL,2025-03-28 18:36:55
361,Alícia Cunha,38021675462,1955-03-08,10112.06,SUDESTE,2025-03-28 18:36:55
362,Stella Pinto,5948231704,1972-02-07,11205.02,NORDESTE,2025-03-28 18:36:55
363,Dra. Isadora Ribeiro,97108526476,2005-05-19,11597.1,NORTE,2025-03-28 18:36:55
364,Maria Helena Ramos,76032548171,1967-03-12,11724.71,NORDESTE,2025-03-28 18:36:55
365,Aurora Sá,83265149005,1979-02-06,6391.74,SUDESTE,2025-03-28 18:36:55
366,Dom Brito,89731065466,1994-09-12,13272.43,NORDESTE,2025-03-28 18:36:55
367,Caio Ramos,76259418337,1964-08-04,5642.71,CENTRO-OESTE,2025-03-28 18:36:55
368,Ágatha Sales,57308649148,1991-09-19,19743.79,SUL,2025-03-28 18:36:55
369,Luara Rocha,71024389588,1950-09-06,18740.14,SUL,2025-03-28 18:36:55
370,Diogo Aragão,69502713443,1993-02-25,2933.87,SUDESTE,2025-03-28 18:36:55
371,Pietro Pereira,38017624913,1955-08-12,17165.53,NORTE,2025-03-28 18:36:55
372,Maria Laura Monteiro,58407291323,1970-03-12,2524.44,CENTRO-OESTE,2025-03-28 18:36:55
373,Vicente Oliveira,49712035670,1957-05-13,1346.61,SUL,2025-03-28 18:36:55
374,Aurora Casa Grande,90651248701,1982-05-16,19665.19,NORDESTE,2025-03-28 18:36:55
375,Dr. Guilherme Cardoso,65978012377,1956-09-16,11943.97,CENTRO-OESTE,2025-03-28 18:36:55
376,Emanuel Teixeira,27945308104,1975-05-13,17444.64,NORTE,2025-03-28 18:36:55
377,Rafaela Sales,38075269438,1958-05-15,10324.23,CENTRO-OESTE,2025-03-28 18:36:55
378,Carlos Eduardo Correia,81537469010,1976-03-17,16596.37,NORDESTE,2025-03-28 18:36:55
379,Ana Montenegro,97614082567,1988-06-02,11578.49,NORDESTE,2025-03-28 18:36:55
380,Sr. Lucca Da Rocha,70692815449,1961-09-23,6319.6,SUDESTE,2025-03-28 18:36:55
381,Aylla Moura,49130265770,1978-11-01,4896.47,NORDESTE,2025-03-28 18:36:55
382,Theo Pacheco,94386520783,1958-02-01,7149.91,CENTRO-OESTE,2025-03-28 18:36:55
383,Enzo Silva,56038241906,1994-09-20,4790.63,SUDESTE,2025-03-28 18:36:55
384,Maria Fernanda Pimenta,24986703510,1989-10-06,5605.78,NORTE,2025-03-28 18:36:55
385,Ravi Guerra,4835972600,1951-11-27,12601.78,SUL,2025-03-28 18:36:55
386,Paulo Cavalcante,98251047676,1982-07-09,10615.98,SUDESTE,2025-03-28 18:36:55
387,Davi Luiz Silveira,41576239080,1976-12-02,7092.2,CENTRO-OESTE,2025-03-28 18:36:55
388,Sr. João Guilherme Da Conceição,75940682111,1962-06-23,1984.65,NORDESTE,2025-03-28 18:36:55
389,Dr. Anthony Dias,9345128760,1963-02-23,9631.09,SUL,2025-03-28 18:36:55
390,Ester Machado,70352849665,2005-04-11,2204.12,SUDESTE,2025-03-28 18:36:55
391,Sra. Bárbara Cunha,74093681520,1960-12-08,4832.88,NORDESTE,2025-03-28 18:36:55
392,Amanda Azevedo,39057826429,1981-11-16,2669.49,SUL,2025-03-28 18:36:55
393,Maria Helena Machado,70698153286,2002-02-25,1051.51,NORTE,2025-03-28 18:36:55
394,João Vitor Sales,69485102720,1952-10-10,12317.14,CENTRO-OESTE,2025-03-28 18:36:55
395,Kamilly Moreira,93670521895,1966-04-07,7628.5,NORTE,2025-03-28 18:36:55
396,Carlos Eduardo Mendes,70964358247,1965-05-10,17163.82,SUDESTE,2025-03-28 18:36:55
397,Guilherme Nogueira,19047856201,1984-12-26,19335.51,SUL,2025-03-28 18:36:55
398,Dr. João Vitor Da Luz,9862314524,1997-04-17,14886.48,NORTE,2025-03-28 18:36:55
399,Emanuel Aparecida,91274805341,1978-02-16,4895.03,CENTRO-OESTE,2025-03-28 18:36:55
400,Henry Das Neves,15703249805,2005-03-06,2263.43,SUDESTE,2025-03-28 18:36:55
401,Rael Rezende,48503217988,2006-05-20,16994.75,CENTRO-OESTE,2025-03-28 18:36:55
402,Juliana Da Costa,13482075662,1954-01-12,16110.08,SUDESTE,2025-03-28 18:36:55
403,Ana Carolina Jesus,63402817535,2003-08-24,4109.46,SUL,2025-03-28 18:36:55
404,Isabel Pacheco,56178493010,1970-05-28,4541.69,CENTRO-OESTE,2025-03-28 18:36:55
405,Ana Beatriz Porto,5417293814,2000-10-25,13638.75,NORDESTE,2025-03-28 18:36:55
406,Dra. Maria Nunes,16257984319,1952-11-16,18249.46,NORTE,2025-03-28 18:36:55
407,Lavínia Câmara,23601784580,1987-03-23,17666.81,NORTE,2025-03-28 18:36:55
408,Ravi Correia,69275310840,1993-07-07,13976.66,CENTRO-OESTE,2025-03-28 18:36:55
409,Dr. Ravi Lucca Mendes,95673021461,1957-07-16,12857.93,NORTE,2025-03-28 18:36:55
410,Ana Sampaio,2713689422,1989-01-28,15204.58,NORTE,2025-03-28 18:36:55
411,Benício Cavalcanti,51367029821,1962-06-17,5412.04,NORTE,2025-03-28 18:36:55
412,Dra. Sabrina Araújo,32570968447,1963-08-17,8438.16,NORDESTE,2025-03-28 18:36:55
413,Manuela Nascimento,85023679195,1996-06-05,11327.5,CENTRO-OESTE,2025-03-28 18:36:55
414,José Miguel Rocha,8392561759,1991-12-14,11314.14,CENTRO-OESTE,2025-03-28 18:36:55
415,Pietro Guerra,45618702371,2005-07-22,12926.45,NORDESTE,2025-03-28 18:36:55
416,Isabelly Caldeira,81095346270,1999-10-07,3646.17,SUL,2025-03-28 18:36:55
417,Julia Martins,6315298451,1996-12-31,10413.05,CENTRO-OESTE,2025-03-28 18:36:55
418,Davi Lucas Borges,56279304116,1982-01-20,15983.35,NORTE,2025-03-28 18:36:55
419,Rafael Correia,7139468575,1984-06-27,6922.72,SUL,2025-03-28 18:36:55
420,Bryan Melo,49678532182,1997-09-16,15792.87,NORTE,2025-03-28 18:36:55
421,Ana Luiza Fonseca,35712986400,1997-10-23,1637.12,NORDESTE,2025-03-28 18:36:55
422,Aurora Pires,94302758600,1961-10-20,15486.72,CENTRO-OESTE,2025-03-28 18:36:55
423,Sra. Giovanna Abreu,13407865910,1989-04-28,15338.07,SUL,2025-03-28 18:36:55
424,Alana Carvalho,8325914670,1963-04-07,3102.0,SUDESTE,2025-03-28 18:36:55
425,Maria Ramos,18792064396,1956-10-21,9683.0,SUDESTE,2025-03-28 18:36:55
426,Anthony Gabriel Almeida,52437890629,1949-12-15,8548.46,SUL,2025-03-28 18:36:55
427,Alexandre Sá,61382954042,1988-04-08,11257.35,SUL,2025-03-28 18:36:55
428,Alice Duarte,93864027500,1996-01-23,5355.78,SUDESTE,2025-03-28 18:36:55
429,João Miguel Das Neves,68930451748,1974-12-17,15665.76,CENTRO-OESTE,2025-03-28 18:36:55
430,Anthony Campos,29836504729,1992-03-29,13181.81,CENTRO-OESTE,2025-03-28 18:36:55
431,Maria Júlia Cassiano,61382409796,1996-09-09,11744.66,NORDESTE,2025-03-28 18:36:55
432,Isadora Correia,94051287602,1984-09-03,5784.18,SUL,2025-03-28 18:36:55
433,Caio Guerra,85042791620,1993-06-11,16709.18,NORDESTE,2025-03-28 18:36:55
434,Murilo Aparecida,50867312912,1973-09-16,7507.96,NORDESTE,2025-03-28 18:36:55
435,Ana Luiza Nascimento,31825640998,1972-12-02,18998.38,SUDESTE,2025-03-28 18:36:55
436,Sara Azevedo,4581976294,1996-10-27,18325.2,NORDESTE,2025-03-28 18:36:55
437,Sra. Natália Peixoto,98475306101,1994-04-14,12617.63,SUDESTE,2025-03-28 18:36:55
438,Davi Miguel Lopes,62947530152,1967-08-26,12266.3,SUDESTE,2025-03-28 18:36:55
439,Pietra Cassiano,85710692476,1964-04-01,11737.53,SUDESTE,2025-03-28 18:36:55
440,Dr. Juan Mendes,8952437683,2003-04-18,16011.61,SUL,2025-03-28 18:36:55
441,Ágatha Pimenta,28401597323,1991-12-06,14437.53,NORDESTE,2025-03-28 18:36:55
442,Cecilia Fonseca,95207831488,1953-07-14,15653.69,NORDESTE,2025-03-28 18:36:55
443,Dr. Caleb Nogueira,29345708600,1964-02-19,2309.51,CENTRO-OESTE,2025-03-28 18:36:55
444,Isabelly Pastor,97502386483,1945-03-20,14992.44,NORTE,2025-03-28 18:36:55
445,Enzo Gabriel Teixeira,36519078484,1957-01-04,18585.8,NORTE,2025-03-28 18:36:55
446,Ísis Cirino,93782461096,1982-11-15,3151.52,SUL,2025-03-28 18:36:55
447,Maysa Aragão,60189237422,2004-01-15,4144.89,SUDESTE,2025-03-28 18:36:55
448,Pietra Barbosa,87542630938,1988-03-03,3368.59,NORTE,2025-03-28 18:36:55
449,Théo Jesus,34250196780,1965-10-19,7310.78,CENTRO-OESTE,2025-03-28 18:36:55
450,João Vitor Abreu,51946207802,1969-07-24,12234.23,SUL,2025-03-28 18:36:55
451,Ian Machado,69241075325,1959-12-06,8206.81,SUL,2025-03-28 18:36:55
452,Beatriz Casa Grande,39728406592,1992-03-09,7368.75,SUDESTE,2025-03-28 18:36:55
453,Ana Lívia Gonçalves,83905476193,1970-11-23,15968.01,NORDESTE,2025-03-28 18:36:55
454,Valentim Pastor,89624531773,1962-03-10,7336.48,SUDESTE,2025-03-28 18:36:55
455,Valentim Albuquerque,74953018648,1985-08-09,11210.52,CENTRO-OESTE,2025-03-28 18:36:55
456,Maysa Da Mata,40831956739,1984-09-16,18536.24,NORDESTE,2025-03-28 18:36:55
457,Luara Rodrigues,46298730150,1968-08-23,10135.9,CENTRO-OESTE,2025-03-28 18:36:55
458,Laura Cardoso,12580497676,1987-09-02,9592.14,CENTRO-OESTE,2025-03-28 18:36:55
459,Samuel Da Rosa,78910245379,2001-12-29,1624.09,CENTRO-OESTE,2025-03-28 18:36:55
460,Marcela Da Paz,93546820738,1995-08-31,3676.28,NORTE,2025-03-28 18:36:55
461,Diego Brito,94806327131,1963-07-05,10468.99,SUL,2025-03-28 18:36:55
462,Igor Cassiano,13067598202,1960-02-29,18382.07,NORTE,2025-03-28 18:36:55
463,Sr. Alexandre Fogaça,57901362499,1948-02-02,15829.42,CENTRO-OESTE,2025-03-28 18:36:55
464,Ester Rios,28319745004,1988-01-30,13013.02,SUDESTE,2025-03-28 18:36:55
465,Dra. Alícia Mendes,15493270897,1984-08-14,5040.93,NORTE,2025-03-28 18:36:55
466,Augusto Cavalcante,18203765912,1964-12-19,4382.68,SUDESTE,2025-03-28 18:36:55
467,Laura Vargas,75681423964,2000-10-08,9720.79,SUDESTE,2025-03-28 18:36:55
468,Antony Nascimento,38015649242,1989-03-10,8877.86,SUDESTE,2025-03-28 18:36:55
469,Stella Novaes,80934671575,1967-02-22,11166.32,NORTE,2025-03-28 18:36:55
470,Sr. Theodoro Câmara,34827160996,1989-05-16,6692.32,SUL,2025-03-28 18:36:55
471,Thomas Porto,56429170802,1944-04-17,8549.04,CENTRO-OESTE,2025-03-28 18:36:55
472,Sra. Ana Beatriz Sá,21504683951,1982-07-03,4988.21,CENTRO-OESTE,2025-03-28 18:36:55
473,Theo Monteiro,28570694130,2001-10-24,7638.35,SUL,2025-03-28 18:36:55
474,Emanuelly Costa,4916358775,1980-12-21,12874.54,SUL,2025-03-28 18:36:55
475,Lorena Moura,24078691331,1947-06-03,9969.27,CENTRO-OESTE,2025-03-28 18:36:55
476,Oliver Sousa,76491308278,1990-07-14,2248.46,CENTRO-OESTE,2025-03-28 18:36:55
477,Maria Fernanda Oliveira,56738240171,1957-06-27,9612.49,NORDESTE,2025-03-28 18:36:55
478,Ana Luiza Moreira,48203591779,1981-04-27,11154.66,NORTE,2025-03-28 18:36:55
479,Yago Silveira,24093758638,1988-03-24,8614.5,CENTRO-OESTE,2025-03-28 18:36:55
480,Alana Dias,15304796225,1996-06-18,3949.56,NORTE,2025-03-28 18:36:55
481,Dra. Bruna Barbosa,79240681558,1945-08-31,7352.89,CENTRO-OESTE,2025-03-28 18:36:55
482,Dr. Anthony Gabriel Gonçalves,41529603889,1946-10-01,8092.88,NORDESTE,2025-03-28 18:36:55
483,Larissa Albuquerque,16534078244,1969-08-13,18051.18,NORDESTE,2025-03-28 18:36:55
484,Gabriela Alves,68431259051,1957-11-03,8765.95,SUDESTE,2025-03-28 18:36:55
485,Luiz Miguel Castro,16948370500,1958-06-16,16955.99,SUL,2025-03-28 18:36:55
486,Sr. Lucas Gabriel Costela,13986072586,2006-12-13,8751.71,NORTE,2025-03-28 18:36:55
487,Dra. Maya Abreu,79245308600,1958-12-26,5217.47,CENTRO-OESTE,2025-03-28 18:36:55
488,Dra. Lara Peixoto,7634512907,1989-04-05,10604.65,NORTE,2025-03-28 18:36:55
489,Isadora Azevedo,62013549806,1956-05-15,16198.41,CENTRO-OESTE,2025-03-28 18:36:55
490,Rafaela Rezende,12543679855,1988-01-01,17861.75,SUDESTE,2025-03-28 18:36:55
491,Dr. Eduardo Pinto,75186493066,1980-11-12,5525.47,NORDESTE,2025-03-28 18:36:55
492,Kevin Barros,17280645380,1970-08-19,16300.98,CENTRO-OESTE,2025-03-28 18:36:55
493,João Lucas Rodrigues,6318724931,1993-08-18,19290.34,SUDESTE,2025-03-28 18:36:55
494,Julia Rezende,3219456707,1959-01-19,13693.62,SUL,2025-03-28 18:36:55
495,Beatriz Castro,89642730529,1960-10-06,8721.45,NORDESTE,2025-03-28 18:36:55
496,Lorenzo Costa,71908256494,1997-02-08,1247.04,NORTE,2025-03-28 18:36:55
497,Diego Sales,56102397886,1966-07-28,4949.84,CENTRO-OESTE,2025-03-28 18:36:55
498,Levi Montenegro,87349210604,1979-10-16,3332.76,CENTRO-OESTE,2025-03-28 18:36:55
499,Sophie Borges,56704981276,1947-09-28,12077.79,SUDESTE,2025-03-28 18:36:55
500,Ryan Cavalcante,16837529455,1946-07-24,14374.98,NORTE,2025-03-28 18:36:55
501,Isabela Sampaio,26457319882,1969-05-04,16531.43,SUDESTE,2025-03-28 18:36:55
502,Pedro Henrique Fogaça,10325678995,1945-01-20,7381.45,NORDESTE,2025-03-28 18:36:55
503,Rael Da Rosa,9654327180,1998-01-07,7898.13,SUDESTE,2025-03-28 18:36:55
504,Caio Pires,80193274523,1949-06-08,16782.44,SUL,2025-03-28 18:36:55
505,Cauê Machado,51870362462,1999-10-27,8778.82,NORTE,2025-03-28 18:36:55
506,Hellena Cavalcante,12503974805,1958-02-28,9286.4,SUDESTE,2025-03-28 18:36:55
507,Nicolas Garcia,56184207326,1956-10-12,5170.7,NORDESTE,2025-03-28 18:36:55
508,Maria Fernanda Azevedo,31926854098,1958-04-28,15508.51,NORTE,2025-03-28 18:36:55
509,Isabela Costela,95872463065,1994-04-05,17500.89,CENTRO-OESTE,2025-03-28 18:36:55
510,Sra. Ester Da Cunha,60428135790,1980-04-04,17996.49,NORTE,2025-03-28 18:36:55
511,Noah Araújo,61857093410,1962-02-26,10210.79,NORTE,2025-03-28 18:36:55
512,Enrico Pereira,75903128432,1992-08-29,6104.87,NORDESTE,2025-03-28 18:36:55
513,Lavínia Pereira,37561984219,1978-01-10,13036.09,NORTE,2025-03-28 18:36:55
514,Larissa Sales,14768590357,1965-04-13,3647.77,CENTRO-OESTE,2025-03-28 18:36:55
515,Vicente Ramos,93456287038,1945-01-05,9012.37,NORDESTE,2025-03-28 18:36:55
516,Dante Castro,26017958402,1968-03-15,10988.11,SUL,2025-03-28 18:36:55
517,Lucas Gabriel Ferreira,12458307671,1994-11-22,14133.22,SUL,2025-03-28 18:36:55
518,Sra. Heloisa Azevedo,46375092892,1955-02-25,1349.42,NORDESTE,2025-03-28 18:36:55
519,Ana Liz Dias,16285049351,1951-12-27,11063.57,NORDESTE,2025-03-28 18:36:55
520,Thomas Cunha,63427981509,1989-08-17,11953.81,NORDESTE,2025-03-28 18:36:55
521,Sara Melo,67958412355,1962-05-26,11529.38,NORTE,2025-03-28 18:36:55
522,Bianca Montenegro,41895327032,1974-04-04,10451.83,SUDESTE,2025-03-28 18:36:55
523,Larissa Fonseca,15203469725,1973-06-19,4922.0,NORDESTE,2025-03-28 18:36:55
524,Valentim Rezende,1367289440,1991-10-27,3660.35,CENTRO-OESTE,2025-03-28 18:36:55
525,Ana Lívia Gomes,17546038901,1956-11-09,18100.35,CENTRO-OESTE,2025-03-28 18:36:55
526,Benjamin Viana,20386145717,2003-09-22,12350.85,SUDESTE,2025-03-28 18:36:55
527,Leonardo Da Rocha,85094762176,1945-04-18,13028.86,SUL,2025-03-28 18:36:55
528,Stella Pereira,31658794001,2006-03-02,4332.05,SUL,2025-03-28 18:36:55
529,Maria Luiza Da Mata,12940685398,1980-03-20,16924.03,SUL,2025-03-28 18:36:55
530,Sra. Maria Luiza Leão,45608317939,1945-07-17,8279.63,NORDESTE,2025-03-28 18:36:55
531,Davi Miguel Almeida,83417560993,1982-05-04,9018.69,NORDESTE,2025-03-28 18:36:55
532,Dante Rezende,28153964089,1980-10-30,4159.38,CENTRO-OESTE,2025-03-28 18:36:55
533,Rodrigo Moura,61580739202,1976-11-15,4503.05,SUL,2025-03-28 18:36:55
534,João Oliveira,43170265970,2001-01-04,12459.89,NORDESTE,2025-03-28 18:36:55
535,Hellena Da Costa,57243106943,1981-08-04,2296.74,CENTRO-OESTE,2025-03-28 18:36:55
536,Melina Pinto,38296150433,1983-02-28,6485.18,SUDESTE,2025-03-28 18:36:55
537,Dra. Ana Lívia Jesus,79125460307,1982-09-03,14661.87,CENTRO-OESTE,2025-03-28 18:36:55
538,Sra. Ana Vitória Farias,69481032787,1963-12-23,19036.83,SUL,2025-03-28 18:36:55
539,Renan Borges,74605391800,1966-02-27,10191.34,NORDESTE,2025-03-28 18:36:55
540,Murilo Da Cunha,64381709250,1951-06-30,1592.48,SUDESTE,2025-03-28 18:36:55
541,Lavínia Novais,48092157685,1978-02-22,4078.26,SUDESTE,2025-03-28 18:36:55
542,Vinícius Carvalho,85743192600,1951-10-04,1977.09,CENTRO-OESTE,2025-03-28 18:36:55
543,Valentina Peixoto,14293856773,1963-04-12,12340.01,NORDESTE,2025-03-28 18:36:55
544,Alexia Machado,38956204756,1949-02-24,12843.32,NORDESTE,2025-03-28 18:36:55
545,Mariah Cavalcanti,78230695474,1987-12-12,3025.37,NORTE,2025-03-28 18:36:55
546,Sr. Isaque Martins,8673592186,1975-08-03,7679.26,NORTE,2025-03-28 18:36:55
547,Sra. Yasmin Sampaio,42890653765,1944-10-22,10414.34,CENTRO-OESTE,2025-03-28 18:36:55
548,Théo Da Paz,76184059211,1967-01-17,12367.44,NORTE,2025-03-28 18:36:55
549,João Guilherme Melo,49026531761,1963-01-08,5681.64,CENTRO-OESTE,2025-03-28 18:36:55
550,Enrico Costa,74326108940,1956-07-20,2477.54,SUDESTE,2025-03-28 18:36:55
551,Ana Cecília Santos,76358104217,1944-08-11,14199.23,NORDESTE,2025-03-28 18:36:55
552,Diego Costa,86097251386,1946-12-23,2958.78,SUL,2025-03-28 18:36:55
553,Dr. Samuel Silveira,21870945379,2004-11-14,2740.06,CENTRO-OESTE,2025-03-28 18:36:55
554,Melissa Almeida,89561023415,1961-11-29,19279.88,NORTE,2025-03-28 18:36:55
555,Henry Da Rosa,56314790280,1994-10-28,19054.51,NORTE,2025-03-28 18:36:55
556,Breno Rios,43265087956,1968-08-20,4517.53,CENTRO-OESTE,2025-03-28 18:36:55
557,Henry Cardoso,16208597420,1981-09-01,14912.27,SUL,2025-03-28 18:36:55
558,Anthony Gomes,83540712607,2007-01-30,15421.68,SUL,2025-03-28 18:36:55
559,Dr. Antony Castro,7962185449,2002-10-09,14153.25,NORTE,2025-03-28 18:36:55
560,Mathias Da Conceição,40378125680,1957-12-17,18163.91,SUDESTE,2025-03-28 18:36:55
561,Mariana Campos,95130874684,1976-12-17,5202.98,NORDESTE,2025-03-28 18:36:55
562,Melina Novais,12496857020,1978-10-26,1980.32,NORDESTE,2025-03-28 18:36:55
563,Leandro Cassiano,3691287530,1973-01-07,1749.11,NORDESTE,2025-03-28 18:36:55
564,Nicole Castro,67351820902,2002-11-05,12177.01,NORTE,2025-03-28 18:36:55
565,Igor Macedo,43695012889,1972-09-02,4430.93,SUL,2025-03-28 18:36:55
