id_cliente,nome,cpf,data_nascimento,renda_mensal,regiao
366,Dom Brito,897.310.654-66,1994-09-12,13272.43,Nordeste
367,Caio Ramos,762.594.183-37,1964-08-04,5642.71,Centro-Oeste
368,Ágatha Sales,573.086.491-48,1991-09-19,19743.79,Sul
369,Luara Rocha,710.243.895-88,1950-09-06,18740.14,Sul
370,Diogo Aragão,695.027.134-43,1993-02-25,2933.87,Sudeste
371,Pietro Pereira,380.176.249-13,1955-08-12,17165.53,Norte
372,Maria Laura Monteiro,584.072.913-23,1970-03-12,2524.44,Centro-Oeste
373,Vicente Oliveira,497.120.356-70,1957-05-13,1346.61,Sul
374,Aurora Casa Grande,906.512.487-01,1982-05-16,19665.19,Nordeste
375,Dr. Guilherme Cardoso,659.780.123-77,1956-09-16,11943.97,Centro-Oeste
376,Emanuel Teixeira,279.453.081-04,1975-05-13,17444.64,Norte
377,Rafaela Sales,380.752.694-38,1958-05-15,10324.23,Centro-Oeste
378,Carlos Eduardo Correia,815.374.690-10,1976-03-17,16596.37,Nordeste
379,Ana Montenegro,976.140.825-67,1988-06-02,11578.49,Nordeste
380,Sr. Lucca da Rocha,706.928.154-49,1961-09-23,6319.6,Sudeste
381,Aylla Moura,491.302.657-70,1978-11-01,4896.47,Nordeste
382,Theo Pacheco,943.865.207-83,1958-02-01,7149.91,Centro-Oeste
383,Enzo Silva,560.382.419-06,1994-09-20,4790.63,Sudeste
384,Maria Fernanda Pimenta,249.867.035-10,1989-10-06,5605.78,Norte
385,Ravi Guerra,048.359.726-00,1951-11-27,12601.78,Sul
386,Paulo Cavalcante,982.510.476-76,1982-07-09,10615.98,Sudeste
387,Davi Luiz Silveira,415.762.390-80,1976-12-02,7092.2,Centro-Oeste
388,Sr. João Guilherme da Conceição,759.406.821-11,1962-06-23,1984.65,Nordeste
389,Dr. Anthony Dias,093.451.287-60,1963-02-23,9631.09,Sul
390,Ester Machado,703.528.496-65,2005-04-11,2204.12,Sudeste
391,Sra. Bárbara Cunha,740.936.815-20,1960-12-08,4832.88,Nordeste
392,Amanda Azevedo,390.578.264-29,1981-11-16,2669.49,Sul
393,Maria Helena Machado,706.981.532-86,2002-02-25,1051.51,Norte
394,João Vitor Sales,694.851.027-20,1952-10-10,12317.14,Centro-Oeste
395,Kamilly Moreira,936.705.218-95,1966-04-07,7628.5,Norte
396,Carlos Eduardo Mendes,709.643.582-47,1965-05-10,17163.82,Sudeste
397,Guilherme Nogueira,190.478.562-01,1984-12-26,19335.51,Sul
398,Dr. João Vitor da Luz,098.623.145-24,1997-04-17,14886.48,Norte
399,Emanuel Aparecida,912.748.053-41,1978-02-16,4895.03,Centro-Oeste
400,Henry das Neves,157.032.498-05,2005-03-06,2263.43,Sudeste
401,Rael Rezende,485.032.179-88,2006-05-20,16994.75,Centro-Oeste
402,Juliana da Costa,134.820.756-62,1954-01-12,16110.08,Sudeste
403,Ana Carolina Jesus,634.028.175-35,2003-08-24,4109.46,Sul
404,Isabel Pacheco,561.784.930-10,1970-05-28,4541.69,Centro-Oeste
405,Ana Beatriz Porto,054.172.938-14,2000-10-25,13638.75,Nordeste
406,Dra. Maria Nunes,162.579.843-19,1952-11-16,18249.46,Norte
407,Lavínia Câmara,236.017.845-80,1987-03-23,17666.81,Norte
408,Ravi Correia,692.753.108-40,1993-07-07,13976.66,Centro-Oeste
409,Dr. Ravi Lucca Mendes,956.730.214-61,1957-07-16,12857.93,Norte
410,Ana Sampaio,027.136.894-22,1989-01-28,15204.58,Norte
411,Benício Cavalcanti,513.670.298-21,1962-06-17,5412.04,Norte
412,Dra. Sabrina Araújo,325.709.684-47,1963-08-17,8438.16,Nordeste
413,Manuela Nascimento,850.236.791-95,1996-06-05,11327.5,Centro-Oeste
414,José Miguel Rocha,083.925.617-59,1991-12-14,11314.14,Centro-Oeste
415,Pietro Guerra,456.187.023-71,2005-07-22,12926.45,Nordeste
416,Isabelly Caldeira,810.953.462-70,1999-10-07,3646.17,Sul
417,Julia Martins,063.152.984-51,1996-12-31,10413.05,Centro-Oeste
418,Davi Lucas Borges,562.793.041-16,1982-01-20,15983.35,Norte
419,Rafael Correia,071.394.685-75,1984-06-27,6922.72,Sul
420,Bryan Melo,496.785.321-82,1997-09-16,15792.87,Norte
421,Ana Luiza Fonseca,357.129.864-00,1997-10-23,1637.12,Nordeste
422,Aurora Pires,943.027.586-00,1961-10-20,15486.72,Centro-Oeste
423,Sra. Giovanna Abreu,134.078.659-10,1989-04-28,15338.07,Sul
424,Alana Carvalho,083.259.146-70,1963-04-07,3102.0,Sudeste
425,Maria Ramos,187.920.643-96,1956-10-21,9683.0,Sudeste
426,Anthony Gabriel Almeida,524.378.906-29,1949-12-15,8548.46,Sul
427,Alexandre Sá,613.829.540-42,1988-04-08,11257.35,Sul
428,Alice Duarte,938.640.275-00,1996-01-23,5355.78,Sudeste
429,João Miguel das Neves,689.304.517-48,1974-12-17,15665.76,Centro-Oeste
430,Anthony Campos,298.365.047-29,1992-03-29,13181.81,Centro-Oeste
431,Maria Júlia Cassiano,613.824.097-96,1996-09-09,11744.66,Nordeste
432,Isadora Correia,940.512.876-02,1984-09-03,5784.18,Sul
433,Caio Guerra,850.427.916-20,1993-06-11,16709.18,Nordeste
434,Murilo Aparecida,508.673.129-12,1973-09-16,7507.96,Nordeste
435,Ana Luiza Nascimento,318.256.409-98,1972-12-02,18998.38,Sudeste
436,Sara Azevedo,045.819.762-94,1996-10-27,18325.2,Nordeste
437,Sra. Natália Peixoto,984.753.061-01,1994-04-14,12617.63,Sudeste
438,Davi Miguel Lopes,629.475.301-52,1967-08-26,12266.3,Sudeste
439,Pietra Cassiano,857.106.924-76,1964-04-01,11737.53,Sudeste
440,Dr. Juan Mendes,089.524.376-83,2003-04-18,16011.61,Sul
441,Ágatha Pimenta,284.015.973-23,1991-12-06,14437.53,Nordeste
442,Cecilia Fonseca,952.078.314-88,1953-07-14,15653.69,Nordeste
443,Dr. Caleb Nogueira,293.457.086-00,1964-02-19,2309.51,Centro-Oeste
444,Isabelly Pastor,975.023.864-83,1945-03-20,14992.44,Norte
445,Enzo Gabriel Teixeira,365.190.784-84,1957-01-04,18585.8,Norte
446,Ísis Cirino,937.824.610-96,1982-11-15,3151.52,Sul
447,Maysa Aragão,601.892.374-22,2004-01-15,4144.89,Sudeste
448,Pietra Barbosa,875.426.309-38,1988-03-03,3368.59,Norte
449,Théo Jesus,342.501.967-80,1965-10-19,7310.78,Centro-Oeste
450,João Vitor Abreu,519.462.078-02,1969-07-24,12234.23,Sul
451,Ian Machado,692.410.753-25,1959-12-06,8206.81,Sul
452,Beatriz Casa Grande,397.284.065-92,1992-03-09,7368.75,Sudeste
453,Ana Lívia Gonçalves,839.054.761-93,1970-11-23,15968.01,Nordeste
454,Valentim Pastor,896.245.317-73,1962-03-10,7336.48,Sudeste
455,Valentim Albuquerque,749.530.186-48,1985-08-09,11210.52,Centro-Oeste
456,Maysa da Mata,408.319.567-39,1984-09-16,18536.24,Nordeste
457,Luara Rodrigues,462.987.301-50,1968-08-23,10135.9,Centro-Oeste
458,Laura Cardoso,125.804.976-76,1987-09-02,9592.14,Centro-Oeste
459,Samuel da Rosa,789.102.453-79,2001-12-29,1624.09,Centro-Oeste
460,Marcela da Paz,935.468.207-38,1995-08-31,3676.28,Norte
461,Diego Brito,948.063.271-31,1963-07-05,10468.99,Sul
462,Igor Cassiano,130.675.982-02,1960-02-29,18382.07,Norte
463,Sr. Alexandre Fogaça,579.013.624-99,1948-02-02,15829.42,Centro-Oeste
464,Ester Rios,283.197.450-04,1988-01-30,13013.02,Sudeste
465,Dra. Alícia Mendes,154.932.708-97,1984-08-14,5040.93,Norte
466,Augusto Cavalcante,182.037.659-12,1964-12-19,4382.68,Sudeste
467,Laura Vargas,756.814.239-64,2000-10-08,9720.79,Sudeste
468,Antony Nascimento,380.156.492-42,1989-03-10,8877.86,Sudeste
469,Stella Novaes,809.346.715-75,1967-02-22,11166.32,Norte
470,Sr. Theodoro Câmara,348.271.609-96,1989-05-16,6692.32,Sul
471,Thomas Porto,564.291.708-02,1944-04-17,8549.04,Centro-Oeste
472,Sra. Ana Beatriz Sá,215.046.839-51,1982-07-03,4988.21,Centro-Oeste
473,Theo Monteiro,285.706.941-30,2001-10-24,7638.35,Sul
474,Emanuelly Costa,049.163.587-75,1980-12-21,12874.54,Sul
475,Lorena Moura,240.786.913-31,1947-06-03,9969.27,Centro-Oeste
476,Oliver Sousa,764.913.082-78,1990-07-14,2248.46,Centro-Oeste
477,Maria Fernanda Oliveira,567.382.401-71,1957-06-27,9612.49,Nordeste
478,Ana Luiza Moreira,482.035.917-79,1981-04-27,11154.66,Norte
479,Yago Silveira,240.937.586-38,1988-03-24,8614.5,Centro-Oeste
480,Alana Dias,153.047.962-25,1996-06-18,3949.56,Norte
481,Dra. Bruna Barbosa,792.406.815-58,1945-08-31,7352.89,Centro-Oeste
482,Dr. Anthony Gabriel Gonçalves,415.296.038-89,1946-10-01,8092.88,Nordeste
483,Larissa Albuquerque,165.340.782-44,1969-08-13,18051.18,Nordeste
484,Gabriela Alves,684.312.590-51,1957-11-03,8765.95,Sudeste
485,Luiz Miguel Castro,169.483.705-00,1958-06-16,16955.99,Sul
486,Sr. Lucas Gabriel Costela,139.860.725-86,2006-12-13,8751.71,Norte
487,Dra. Maya Abreu,792.453.086-00,1958-12-26,5217.47,Centro-Oeste
488,Dra. Lara Peixoto,076.345.129-07,1989-04-05,10604.65,Norte
489,Isadora Azevedo,620.135.498-06,1956-05-15,16198.41,Centro-Oeste
490,Rafaela Rezende,125.436.798-55,1988-01-01,17861.75,Sudeste
491,Dr. Eduardo Pinto,751.864.930-66,1980-11-12,5525.47,Nordeste
492,Kevin Barros,172.806.453-80,1970-08-19,16300.98,Centro-Oeste
493,João Lucas Rodrigues,063.187.249-31,1993-08-18,19290.34,Sudeste
494,Julia Rezende,032.194.567-07,1959-01-19,13693.62,Sul
495,Beatriz Castro,896.427.305-29,1960-10-06,8721.45,Nordeste
496,Lorenzo Costa,719.082.564-94,1997-02-08,1247.04,Norte
497,Diego Sales,561.023.978-86,1966-07-28,4949.84,Centro-Oeste
498,Levi Montenegro,873.492.106-04,1979-10-16,3332.76,Centro-Oeste
499,Sophie Borges,567.049.812-76,1947-09-28,12077.79,Sudeste
500,Ryan Cavalcante,168.375.294-55,1946-07-24,14374.98,Norte
501,Isabela Sampaio,264.573.198-82,1969-05-04,16531.43,Sudeste
502,Pedro Henrique Fogaça,103.256.789-95,1945-01-20,7381.45,Nordeste
503,Rael da Rosa,096.543.271-80,1998-01-07,7898.13,Sudeste
504,Caio Pires,801.932.745-23,1949-06-08,16782.44,Sul
505,Cauê Machado,518.703.624-62,1999-10-27,8778.82,Norte
506,Hellena Cavalcante,125.039.748-05,1958-02-28,9286.4,Sudeste
507,Nicolas Garcia,561.842.073-26,1956-10-12,5170.7,Nordeste
508,Maria Fernanda Azevedo,319.268.540-98,1958-04-28,15508.51,Norte
509,Isabela Costela,958.724.630-65,1994-04-05,17500.89,Centro-Oeste
510,Sra. Ester da Cunha,604.281.357-90,1980-04-04,17996.49,Norte
511,Noah Araújo,618.570.934-10,1962-02-26,10210.79,Norte
512,Enrico Pereira,759.031.284-32,1992-08-29,6104.87,Nordeste
513,Lavínia Pereira,375.619.842-19,1978-01-10,13036.09,Norte
514,Larissa Sales,147.685.903-57,1965-04-13,3647.77,Centro-Oeste
515,Vicente Ramos,934.562.870-38,1945-01-05,9012.37,Nordeste
516,Dante Castro,260.179.584-02,1968-03-15,10988.11,Sul
517,Lucas Gabriel Ferreira,124.583.076-71,1994-11-22,14133.22,Sul
518,Sra. Heloisa Azevedo,463.750.928-92,1955-02-25,1349.42,Nordeste
519,Ana Liz Dias,162.850.493-51,1951-12-27,11063.57,Nordeste
520,Thomas Cunha,634.279.815-09,1989-08-17,11953.81,Nordeste
521,Sara Melo,679.584.123-55,1962-05-26,11529.38,Norte
522,Bianca Montenegro,418.953.270-32,1974-04-04,10451.83,Sudeste
523,Larissa Fonseca,152.034.697-25,1973-06-19,4922.0,Nordeste
524,Valentim Rezende,013.672.894-40,1991-10-27,3660.35,Centro-Oeste
525,Ana Lívia Gomes,175.460.389-01,1956-11-09,18100.35,Centro-Oeste
526,Benjamin Viana,203.861.457-17,2003-09-22,12350.85,Sudeste
527,Leonardo da Rocha,850.947.621-76,1945-04-18,13028.86,Sul
528,Stella Pereira,316.587.940-01,2006-03-02,4332.05,Sul
529,Maria Luiza da Mata,129.406.853-98,1980-03-20,16924.03,Sul
530,Sra. Maria Luiza Leão,456.083.179-39,1945-07-17,8279.63,Nordeste
531,Davi Miguel Almeida,834.175.609-93,1982-05-04,9018.69,Nordeste
532,Dante Rezende,281.539.640-89,1980-10-30,4159.38,Centro-Oeste
533,Rodrigo Moura,615.807.392-02,1976-11-15,4503.05,Sul
534,João Oliveira,431.702.659-70,2001-01-04,12459.89,Nordeste
535,Hellena da Costa,572.431.069-43,1981-08-04,2296.74,Centro-Oeste
536,Melina Pinto,382.961.504-33,1983-02-28,6485.18,Sudeste
537,Dra. Ana Lívia Jesus,791.254.603-07,1982-09-03,14661.87,Centro-Oeste
538,Sra. Ana Vitória Farias,694.810.327-87,1963-12-23,19036.83,Sul
539,Renan Borges,746.053.918-00,1966-02-27,10191.34,Nordeste
540,Murilo da Cunha,643.817.092-50,1951-06-30,1592.48,Sudeste
541,Lavínia Novais,480.921.576-85,1978-02-22,4078.26,Sudeste
542,Vinícius Carvalho,857.431.926-00,1951-10-04,1977.09,Centro-Oeste
543,Valentina Peixoto,142.938.567-73,1963-04-12,12340.01,Nordeste
544,Alexia Machado,389.562.047-56,1949-02-24,12843.32,Nordeste
545,Mariah Cavalcanti,782.306.954-74,1987-12-12,3025.37,Norte
546,Sr. Isaque Martins,086.735.921-86,1975-08-03,7679.26,Norte
547,Sra. Yasmin Sampaio,428.906.537-65,1944-10-22,10414.34,Centro-Oeste
548,Théo da Paz,761.840.592-11,1967-01-17,12367.44,Norte
549,João Guilherme Melo,490.265.317-61,1963-01-08,5681.64,Centro-Oeste
550,Enrico Costa,743.261.089-40,1956-07-20,2477.54,Sudeste
551,Ana Cecília Santos,763.581.042-17,1944-08-11,14199.23,Nordeste
552,Diego Costa,860.972.513-86,1946-12-23,2958.78,Sul
553,Dr. Samuel Silveira,218.709.453-79,2004-11-14,2740.06,Centro-Oeste
554,Melissa Almeida,895.610.234-15,1961-11-29,19279.88,Norte
555,Henry da Rosa,563.147.902-80,1994-10-28,19054.51,Norte
556,Breno Rios,432.650.879-56,1968-08-20,4517.53,Centro-Oeste
557,Henry Cardoso,162.085.974-20,1981-09-01,14912.27,Sul
558,Anthony Gomes,835.407.126-07,2007-01-30,15421.68,Sul
559,Dr. Antony Castro,079.621.854-49,2002-10-09,14153.25,Norte
560,Mathias da Conceição,403.781.256-80,1957-12-17,18163.91,Sudeste
561,Mariana Campos,951.308.746-84,1976-12-17,5202.98,Nordeste
562,Melina Novais,124.968.570-20,1978-10-26,1980.32,Nordeste
563,Leandro Cassiano,036.912.875-30,1973-01-07,1749.11,Nordeste
564,Nicole Castro,673.518.209-02,2002-11-05,12177.01,Norte
565,Igor Macedo,436.950.128-89,1972-09-02,4430.93,Sul
566,Anna Liz Sales,053.192.768-77,1975-02-11,9990.99,Sul
567,Esther Carvalho,590.764.123-16,1977-02-26,14889.45,Centro-Oeste
568,Ana Beatriz Rocha,472.603.195-34,1952-06-16,18563.53,Nordeste
569,Agatha Machado,136.089.257-59,1989-09-12,9013.49,Sul
570,Maria Vitória Barbosa,351.096.847-66,1957-02-25,10010.07,Sudeste
571,Davi Lucca Martins,149.872.065-01,1983-05-23,17046.44,Nordeste
572,Vitória Nascimento,249.605.731-80,1997-02-27,10926.26,Norte
573,Lunna Jesus,786.493.205-38,1992-05-02,13353.18,Centro-Oeste
574,Mariana Carvalho,384.019.652-33,1985-07-28,11652.87,Sul
575,Otto Macedo,901.782.435-23,1983-03-15,2462.11,Sul
576,Maria Sophia Lopes,078.962.143-69,1946-10-26,11075.04,Nordeste
577,Milena Leão,623.591.407-52,1990-08-28,14770.57,Sudeste
578,Luísa Pacheco,589.637.012-12,1999-02-16,11876.13,Norte
579,Sr. Henry Gabriel Araújo,451.796.820-02,2006-11-13,11229.63,Norte
580,Davi Miguel Novais,401.732.865-26,1964-10-08,15019.26,Norte
581,Sr. Apollo Martins,462.830.951-51,1968-05-08,17833.58,Nordeste
582,Maria Júlia da Rocha,581.309.276-59,1965-01-05,17656.64,Nordeste
583,Srta. Maya Jesus,713.459.260-06,1966-03-29,1463.61,Nordeste
584,Gabriela Barros,782.915.634-46,1998-11-18,19816.48,Centro-Oeste
585,Felipe Porto,061.723.589-95,1958-01-24,17619.33,Sul
586,Juliana Machado,510.843.692-06,1962-10-04,8295.31,Centro-Oeste
587,Sr. Rhavi Monteiro,261.059.834-33,1960-02-08,2330.56,Sudeste
588,Luara Almeida,589.461.730-84,1971-03-30,2000.99,Norte
589,Sra. Maria Clara Pacheco,893.065.417-75,1985-04-22,8636.69,Sul
590,João Jesus,938.520.174-32,1978-08-04,10115.85,Sudeste
591,Sophia Ramos,635.091.478-39,1946-01-14,19697.59,Nordeste
592,Gael Farias,981.237.456-64,1987-03-14,2742.29,Sudeste
593,Bento Nascimento,490.312.857-14,1948-09-06,15014.06,Norte
594,Luana Barbosa,805.972.146-11,2005-04-21,3099.01,Nordeste
595,Cecília Martins,596.320.471-25,1949-03-05,6629.85,Sul
596,Ágatha Aparecida,897.465.120-30,2001-09-09,1799.77,Norte
597,Vinícius Jesus,618.475.023-26,1980-01-22,18296.44,Norte
598,Melissa Aparecida,492.385.760-92,2002-02-11,3079.88,Norte
599,Enzo Sampaio,108.542.639-42,1964-07-19,13913.3,Sudeste
600,Matteo Santos,936.507.418-57,1974-05-06,19171.9,Sul
601,Vitor da Conceição,354.916.207-34,1967-12-13,15940.56,Centro-Oeste
602,Otto Campos,956.347.280-29,1963-06-01,12182.53,Centro-Oeste
603,Théo Silveira,543.290.761-52,1976-01-30,18170.76,Nordeste
604,Sra. Emanuelly Costela,234.508.967-92,1990-04-26,4173.64,Sudeste
605,Rodrigo Pereira,764.180.925-11,1995-01-30,2234.74,Sudeste
606,Ana Luiza Teixeira,876.942.301-69,1959-11-24,16918.69,Sul
607,Julia Albuquerque,103.726.489-40,1948-07-29,16782.21,Nordeste
608,Ayla da Mata,782.643.915-91,1958-10-16,1891.96,Norte
609,Cauê Pereira,345.978.106-84,1983-09-23,5189.24,Norte
610,Emilly Camargo,076.215.984-76,1956-06-17,19188.13,Sul
611,Sr. Breno Rodrigues,895.732.641-37,1968-04-27,2099.01,Norte
612,Agatha Albuquerque,950.132.687-02,1953-02-08,10846.95,Sudeste
613,Maria Liz Duarte,289.473.510-32,1986-11-12,19903.25,Sul
614,Daniel Ramos,364.507.982-38,1964-02-07,5944.43,Centro-Oeste
615,Bruna Costela,643.015.897-75,1958-08-07,15406.53,Norte
616,Elisa Viana,196.308.547-75,1994-06-03,3924.02,Centro-Oeste
617,Pedro Miguel Gonçalves,381.056.947-00,1956-02-02,5264.37,Sul
618,Sra. Luana da Conceição,025.781.643-71,2001-08-16,11202.51,Norte
619,Caroline Rezende,634.812.057-08,1990-11-15,18003.51,Sul
620,Isabela Siqueira,076.542.831-80,1975-12-27,2738.25,Norte
621,Bella Rodrigues,710.832.954-97,2006-11-19,8432.23,Centro-Oeste
622,Ísis Araújo,932.614.785-19,1975-09-23,3460.78,Norte
623,Maria Júlia Castro,702.398.645-65,1994-08-14,1843.16,Nordeste
624,Arthur Gabriel Barros,803.549.261-60,1990-10-20,17380.42,Norte
625,Elisa Lima,906.735.481-39,1949-03-01,7251.98,Norte
626,João Gabriel Guerra,147.695.083-01,2002-06-10,11466.29,Centro-Oeste
627,Yago Novaes,294.573.068-56,1964-02-25,6346.43,Sudeste
628,Stella Machado,763.054.218-62,2002-03-30,8081.08,Centro-Oeste
629,Eduarda Souza,492.851.073-97,1990-10-12,14744.98,Nordeste
630,Ana Lívia Fogaça,239.180.567-59,1946-12-12,11119.45,Sul
631,Aurora Moura,591.786.230-30,1962-03-28,5183.48,Sul
632,Isabel Moreira,047.821.365-44,2006-08-10,17995.12,Sul
633,Bárbara Pastor,395.842.017-60,1949-06-05,17172.93,Sul
634,Antonella Nogueira,746.392.851-91,1970-02-04,10131.14,Sul
635,Heloisa Silveira,901.254.638-98,1950-05-21,18223.76,Centro-Oeste
636,Melina Moreira,564.179.082-67,1971-08-28,7608.37,Nordeste
637,Dr. Samuel Cirino,437.921.086-31,1977-01-07,11331.8,Sul
638,Leonardo da Luz,806.452.317-62,1947-12-22,6073.54,Centro-Oeste
639,Melissa Cavalcanti,658.329.170-30,1986-09-30,17495.06,Sudeste
640,João Pedro da Luz,463.507.219-34,1999-11-15,17161.05,Centro-Oeste
641,Gael Jesus,235.467.089-38,1987-09-07,4047.6,Sul
642,Luiz Miguel Vieira,380.946.215-24,2004-10-18,16903.25,Norte
643,Emanuel Cirino,307.986.421-22,1991-04-23,18671.72,Sudeste
644,Dra. Maria Cecília Ramos,765.324.108-53,1978-12-24,12753.62,Sudeste
645,Luiz Otávio Sampaio,685.712.493-00,1978-08-12,4013.5,Centro-Oeste
646,Theo da Luz,763.182.490-87,1993-01-27,19264.99,Norte
647,João Felipe Moreira,270.561.493-16,1948-04-01,1555.7,Nordeste
648,Leonardo Santos,903.581.762-12,1996-11-07,3448.53,Centro-Oeste
649,Sra. Maria Julia Camargo,450.289.376-56,1962-09-04,5343.88,Nordeste
650,Liz Campos,201.653.749-34,1960-01-23,16541.37,Sul
651,Gustavo Henrique Santos,208.653.794-83,1950-09-24,10641.89,Nordeste
652,Maria Luiza Rodrigues,581.296.730-02,1979-11-08,6453.72,Centro-Oeste
653,Giovanna da Mota,504.237.691-70,1956-06-06,19642.54,Norte
654,Sra. Rafaela Ribeiro,629.435.081-60,1973-02-18,3201.03,Nordeste
655,Rafaela Siqueira,682.371.904-40,1964-10-13,13046.11,Sul
656,Sra. Maria Fernanda da Costa,248.196.703-87,1994-09-04,15817.06,Centro-Oeste
657,Pietro Guerra,586.417.023-26,1962-06-19,15459.53,Nordeste
658,Luigi Sampaio,507.614.983-20,1946-01-25,9212.57,Nordeste
659,Sr. Benício Cunha,041.723.695-61,1978-06-22,7495.57,Sudeste
660,Davi Lucca da Mota,104.876.239-40,1976-12-13,4410.45,Sul
661,Natália Lopes,496.035.281-70,1983-12-16,2947.68,Sudeste
662,Mariane Câmara,157.963.824-46,1978-03-31,4301.32,Sudeste
663,Enrico Azevedo,972.410.358-79,1979-12-30,2288.9,Centro-Oeste
664,Erick Rocha,546.318.920-05,1965-07-16,4161.17,Sudeste
665,Mathias Araújo,127.693.048-87,1970-04-24,2279.66,Nordeste
666,Stella Fonseca,320.758.916-21,1975-10-31,9997.9,Nordeste
667,Ana Lívia Brito,620.973.154-61,1951-08-08,2419.19,Nordeste
668,Levi Sá,602.439.157-99,1989-05-09,17559.2,Sul
669,Luan Freitas,186.390.724-69,1946-10-05,9473.21,Centro-Oeste
670,Luna Novais,621.854.790-67,1986-03-20,3471.64,Sul
671,Rael Aragão,375.182.064-71,1968-01-04,8288.63,Sul
672,Antony Caldeira,854.029.136-33,1969-04-15,1420.35,Centro-Oeste
673,Antônio Gomes,948.573.602-92,1953-07-25,5797.67,Nordeste
674,Gabriel Azevedo,586.719.430-20,1953-05-07,4019.83,Nordeste
675,Eloá Camargo,056.147.392-70,1990-09-21,19945.37,Norte
676,Srta. Luísa Souza,796.254.083-47,1980-01-09,2941.68,Norte
677,Vinícius Farias,768.042.315-62,1984-03-14,4108.85,Sul
678,Luna Duarte,615.097.328-02,1972-08-26,14179.96,Sudeste
679,Rael Freitas,841.063.592-51,1949-09-23,16959.0,Sudeste
680,Bruna Novais,867.439.120-69,1981-07-25,13435.71,Centro-Oeste
681,Dra. Júlia Barros,942.358.167-64,1958-02-20,17493.03,Sudeste
682,Melina Porto,120.753.894-97,1993-11-03,1594.74,Sul
683,Emilly Pacheco,618.795.430-01,1991-09-22,18928.7,Sul
684,Guilherme Gonçalves,459.730.268-92,1946-09-05,13131.99,Centro-Oeste
685,Dra. Rebeca Sales,905.138.467-00,1951-08-28,6210.09,Centro-Oeste
686,Dra. Ana Clara Fernandes,063.981.572-30,1978-11-24,6927.09,Nordeste
687,Luiza Alves,947.152.386-91,1955-04-25,17987.88,Nordeste
688,Sra. Mariana Rocha,372.641.908-03,2003-11-14,5048.99,Norte
689,Gael Henrique Mendes,385.279.164-28,1954-08-14,13381.67,Sudeste
690,João Vitor Rocha,506.741.839-75,1980-12-25,11692.26,Sudeste
691,Maria Laura Barbosa,271.530.964-34,2005-02-27,9990.99,Sudeste
692,Samuel Caldeira,498.760.125-76,2006-09-14,4524.98,Norte
693,Maitê da Rocha,792.561.084-02,1976-07-05,2732.13,Centro-Oeste
694,Oliver da Costa,941.806.753-66,1971-09-27,17050.88,Sudeste
695,Aylla Machado,524.706.839-47,1999-12-22,1339.38,Sul
696,Emanuelly Novais,593.728.064-47,1965-06-23,3493.65,Sul
697,Manuela Souza,143.592.608-06,1999-08-24,18324.88,Nordeste
698,Maria Vitória Cavalcante,705.814.326-90,1996-10-26,12716.36,Norte
699,Ana Júlia Cirino,804.371.695-10,1971-02-16,1023.4,Norte
700,José Pedro Fernandes,478.613.059-10,1949-11-22,12538.82,Sudeste
701,Alana Barros,093.246.785-74,1977-05-29,9175.81,Norte
702,Eloah Farias,970.513.682-30,1992-01-01,4055.68,Sul
703,Ana Laura Azevedo,680.742.395-00,1994-08-17,6110.87,Centro-Oeste
704,Antony Pinto,729.348.516-64,1945-09-17,19702.68,Norte
705,Isis Sampaio,093.726.184-03,1975-01-07,1220.79,Nordeste
706,Vitória Duarte,785.269.134-09,1961-08-18,13928.68,Nordeste
707,Mariane Andrade,957.182.304-04,1949-02-26,10118.84,Centro-Oeste
708,Emanuelly Moreira,015.684.273-44,2001-04-24,14204.66,Norte
709,Enzo Gabriel Vieira,017.853.264-90,1944-08-20,19100.32,Norte
710,Sr. João Gabriel Aragão,953.076.148-10,1999-04-10,1752.76,Centro-Oeste
711,Ana Sophia Camargo,064.257.938-56,1946-07-14,2993.67,Norte
712,Marina Albuquerque,926.435.817-09,1946-06-16,2953.06,Sudeste
713,Pietra Vargas,937.041.568-84,1948-05-28,14346.83,Nordeste
714,Pedro Henrique Aparecida,708.194.635-66,1995-05-06,15740.29,Nordeste
715,Srta. Hellena Pereira,308.152.679-59,1998-04-04,7202.76,Nordeste
716,Sr. Thales Pereira,807.256.134-08,1950-12-25,11150.6,Norte
717,Enzo Gabriel da Mota,420.987.361-69,1991-03-25,7661.91,Norte
718,Marcos Vinicius Brito,741.562.803-90,1985-03-23,16665.77,Nordeste
719,Bruna da Conceição,761.230.548-80,1948-11-10,8541.54,Nordeste
720,Isabelly Fernandes,367.059.142-70,1970-06-30,19571.86,Nordeste
721,Cecilia Freitas,601.925.437-25,1946-05-11,14099.83,Nordeste
722,Sofia Sá,894.025.617-49,1955-01-05,16607.37,Nordeste
723,Fernando Garcia,517.284.936-09,1962-10-24,4182.17,Norte
724,Nicole Gonçalves,791.263.548-37,1980-11-25,19079.45,Sul
725,Mirella Farias,785.923.416-55,1991-10-15,14423.04,Norte
726,Benjamin da Cruz,192.750.634-43,1988-03-10,18788.03,Norte
727,Dr. Nathan Castro,812.690.573-59,1962-01-29,14472.15,Nordeste
728,Caleb Rios,649.031.872-50,1970-07-27,12880.79,Sudeste
729,Sr. Kevin da Luz,501.329.764-80,1965-08-24,7449.55,Centro-Oeste
730,Caleb Gonçalves,608.745.923-56,1982-06-09,10203.57,Centro-Oeste
